barcode,name,price_paise,mrp_paise,hsn_code,category_name,image_url,is_returnable
8906113490887,Tata Soulfull Millet Muesli,47887,50795,1101,cereals,https://images.openfoodfacts.org/images/products/890/611/349/0887/front_en.3.400.jpg,false
8908005144618,Yoga Bar Super Muesli 0% Added Sugar,25971,29640,1101,cereals,https://images.openfoodfacts.org/images/products/890/800/514/4618/front_en.4.400.jpg,false
8901499010483,Kelloggs Muesli (Kellogg's),16242,18546,1101,cereals,https://images.openfoodfacts.org/images/products/890/149/901/0483/front_en.24.400.jpg,false
8906127550850,High protein super oats chocolate (Alpino),36763,41897,1101,cereals,https://images.openfoodfacts.org/images/products/890/612/755/0850/front_en.16.400.jpg,false
8908009059185,Zero Maida Whole Wheat Bread (The Health Factory),18945,20112,1101,cereals,https://images.openfoodfacts.org/images/products/890/800/905/9185/front_en.37.400.jpg,false
8904335601869,Yoga bar 23G protein muesli + choco almond + cranberry,36150,40355,1101,cereals,https://images.openfoodfacts.org/images/products/890/433/560/1869/front_en.14.400.jpg,false
8901499010742,Chocos Crunchy Bites (Kellogg's),28265,31209,1101,cereals,https://images.openfoodfacts.org/images/products/890/149/901/0742/front_fr.3.400.jpg,false
8904335601951,100% Rolled Oats (Yoga Bar),49258,53014,1101,cereals,https://images.openfoodfacts.org/images/products/890/433/560/1951/front_en.14.400.jpg,false
8901063325753,Britannia Toastea Premium Bake Rusk with Real Elaichi,41513,46506,1101,cereals,https://images.openfoodfacts.org/images/products/890/106/332/5753/front_en.3.400.jpg,false
8901063325920,Britannia Toastea Premium Bake Rusk with Real Elaichi,22097,24250,1101,cereals,https://images.openfoodfacts.org/images/products/890/106/332/5920/front_en.3.400.jpg,false
8908005144649,Muesli+ (Fruits + Nuts & Seeds) (Yoga Bar),40058,44838,1101,cereals,https://images.openfoodfacts.org/images/products/890/800/514/4649/front_en.26.400.jpg,false
8901499008800,Kellogg's chochos,38740,44402,1101,cereals,https://images.openfoodfacts.org/images/products/890/149/900/8800/front_en.9.400.jpg,false
8902710500752,Nutty Fruity Muesli (Baggry’s),43559,46400,1101,cereals,https://images.openfoodfacts.org/images/products/890/271/050/0752/front_en.10.400.jpg,false
8901088155496,Saffola oats,35408,38093,1101,cereals,https://images.openfoodfacts.org/images/products/890/108/815/5496/front_en.17.400.jpg,false
8901088034593,SAFOLA ACTIVE - MULTI-SOURCE EDIBLE OIL (Saffola),35571,39977,1101,cereals,https://images.openfoodfacts.org/images/products/890/108/803/4593/front_en.25.400.jpg,false
8901725016838,"Aashirvaad Superior MP Atta (Aashirvaad, ITC)",31196,32818,1101,cereals,https://images.openfoodfacts.org/images/products/890/172/501/6838/front_en.7.400.jpg,false
8901088055772,Oats (Saffola),48649,52720,1101,cereals,https://images.openfoodfacts.org/images/products/890/108/805/5772/front_en.39.400.jpg,false
8901499008244,Chocos Moons & Stars (Kellogg's),22108,24958,1101,cereals,https://images.openfoodfacts.org/images/products/890/149/900/8244/front_en.15.400.jpg,false
8906120100137,Chia seeds (Farmley),38633,42310,1101,cereals,https://images.openfoodfacts.org/images/products/890/612/010/0137/front_en.3.400.jpg,false
8904335601890,Yoga bar High Protein Muesli+,32630,35853,1101,cereals,https://images.openfoodfacts.org/images/products/890/433/560/1890/front_en.22.400.jpg,false
8901499009661,Kellogg's corn flakes original,42939,48442,1101,cereals,https://images.openfoodfacts.org/images/products/890/149/900/9661/front_en.3.400.jpg,false
8901499009043,kelloggs chocos multigrain (Kellogg's),32074,36252,1101,cereals,https://images.openfoodfacts.org/images/products/890/149/900/9043/front_en.12.400.jpg,false
8904043554716,"Crem Treat Vanilla Crem bun (Bimbo, Modern)",42177,44830,1101,cereals,https://images.openfoodfacts.org/images/products/890/404/355/4716/front_en.18.400.jpg,false
8901499010728,Kellogg's chocos,30632,34435,1101,cereals,https://images.openfoodfacts.org/images/products/890/149/901/0728/front_en.14.400.jpg,false
8901063325036,Britannia toastea 250gm,21154,23667,1101,cereals,https://images.openfoodfacts.org/images/products/890/106/332/5036/front_en.10.400.jpg,false
8906136651951,Pintola High Protein Oats Dark Chocolate,48346,54893,1101,cereals,https://images.openfoodfacts.org/images/products/890/613/665/1951/front_en.10.400.jpg,false
8901499009708,Kellogg's Choco fills,38291,43223,1101,cereals,https://images.openfoodfacts.org/images/products/890/149/900/9708/front_en.3.400.jpg,false
8901491363020,Chilli Chatka (10),30015,33480,1101,cereals,https://images.openfoodfacts.org/images/products/890/149/136/3020/front_en.6.400.jpg,false
8901499008183,Corn Flakes Original (Kellogg's),47486,54032,1101,cereals,https://images.openfoodfacts.org/images/products/890/149/900/8183/front_en.14.400.jpg,false
8901088129800,Masala Oats (Saffola),20840,23235,1101,cereals,https://images.openfoodfacts.org/images/products/890/108/812/9800/front_en.20.400.jpg,false
8901499009623,Chocos Fills (Kellogg's),21846,24891,1101,cereals,https://images.openfoodfacts.org/images/products/890/149/900/9623/front_en.24.400.jpg,false
8906000212202,Custard Powder (Pillsbury),9825,10745,0401,dairy,https://images.openfoodfacts.org/images/products/890/600/021/2202/front_en.5.400.jpg,false
8904089915137,Daily Health Toned Milk (Heritage),4351,4946,0401,dairy,https://images.openfoodfacts.org/images/products/890/408/991/5137/front_en.3.400.jpg,false
8901262120005,mithai mate (Amul),8817,9284,0401,dairy,https://images.openfoodfacts.org/images/products/890/126/212/0005/front_en.3.400.jpg,false
8904083302070,MilkyMist Fruit Yogurt (Milky Mist),3947,4315,0401,dairy,https://images.openfoodfacts.org/images/products/890/408/330/2070/front_en.5.400.jpg,false
8901262030151,Amul Ghee 1ltr,6785,7647,0401,dairy,https://images.openfoodfacts.org/images/products/890/126/203/0151/front_fr.9.400.jpg,false
8901063146280,Winkin cow thick Lassi classic 180ml (Britannia),7949,8825,0401,dairy,https://images.openfoodfacts.org/images/products/890/106/314/6280/front_en.7.400.jpg,false
8904083301813,Cow Ghee (Milky Mist),2727,3118,0401,dairy,https://images.openfoodfacts.org/images/products/890/408/330/1813/front_en.3.400.jpg,false
8906059635090,Greek yogurt (epigama),7628,8762,0401,dairy,https://images.openfoodfacts.org/images/products/890/605/963/5090/front_en.20.400.jpg,false
8901262260114,Gold Milky Milk (Amul),5180,5932,0401,dairy,https://images.openfoodfacts.org/images/products/890/126/226/0114/front_en.3.400.jpg,false
8901030518607,BROWN & POLSON,10489,11698,0401,dairy,https://images.openfoodfacts.org/images/products/890/103/051/8607/front_en.3.400.jpg,false
8906059636936,Epigamia Everyday Yogurt Mango,10252,11176,0401,dairy,https://images.openfoodfacts.org/images/products/890/605/963/6936/front_en.3.400.jpg,false
8901262201124,Amul Masti Dahi,2783,3104,0401,dairy,https://images.openfoodfacts.org/images/products/890/126/220/1124/front_en.4.400.jpg,false
8901063401136,Cheese Slices (Britannia),3148,3309,0401,dairy,https://images.openfoodfacts.org/images/products/890/106/340/1136/front_en.3.400.jpg,false
8901542002090,DoodhShakti Ghee (Nutralite),8658,9924,0401,dairy,https://images.openfoodfacts.org/images/products/890/154/200/2090/front_en.5.400.jpg,false
8901063410282,The Laughing Cow Cheese Slices (Britannia),5906,6285,0401,dairy,https://images.openfoodfacts.org/images/products/890/106/341/0282/front_en.9.400.jpg,false
8901262020091,Cheese Cube (Amul),5555,6382,0401,dairy,https://images.openfoodfacts.org/images/products/890/126/202/0091/front_en.4.400.jpg,false
8904089993807,Heritage A-One Spiced Buttermilk,9864,10671,0401,dairy,https://images.openfoodfacts.org/images/products/890/408/999/3807/front_en.6.400.jpg,false
8906010090739,D'lecta Mozzarella Cheese,7074,7894,0401,dairy,https://images.openfoodfacts.org/images/products/890/601/009/0739/front_en.3.400.jpg,false
8901262151344,Badam Shakers (Amul),10437,11421,0401,dairy,https://images.openfoodfacts.org/images/products/890/126/215/1344/front_fr.3.400.jpg,false
8901648001775,Lassi,3669,4191,0401,dairy,https://images.openfoodfacts.org/images/products/890/164/800/1775/front_fr.3.400.jpg,false
8901262202299,PROTEIN DAHL (Amul),9407,10460,0401,dairy,https://images.openfoodfacts.org/images/products/890/126/220/2299/front_en.4.400.jpg,false
8901262030366,AMUL PURE GHEE,10774,11418,0401,dairy,https://images.openfoodfacts.org/images/products/890/126/203/0366/front_en.6.400.jpg,false
6111242100992,Perly (Jaouda),2606,2814,0401,dairy,https://images.openfoodfacts.org/images/products/611/124/210/0992/front_fr.172.400.jpg,false
8906009504131,Ghee (Chitale),4926,5411,0401,dairy,https://images.openfoodfacts.org/images/products/890/600/950/4131/front_en.15.400.jpg,false
8904083307037,Processed Cheese Cubes (Milky Mist),10660,12003,0401,dairy,https://images.openfoodfacts.org/images/products/890/408/330/7037/front_en.3.400.jpg,false
8901063401082,Britannia cheese cube,11888,13082,0401,dairy,https://images.openfoodfacts.org/images/products/890/106/340/1082/front_en.3.400.jpg,false
8906010090296,Feta (D'lecta),7354,8448,0401,dairy,https://images.openfoodfacts.org/images/products/890/601/009/0296/front_en.5.400.jpg,false
8904089921008,Total curd (Heritage),10560,11099,0401,dairy,https://images.openfoodfacts.org/images/products/890/408/992/1008/front_en.3.400.jpg,false
8901262200271,Amul dahi,3985,4331,0401,dairy,https://images.openfoodfacts.org/images/products/890/126/220/0271/front_en.7.400.jpg,false
8901648022169,Mother dairy classic dahi,9988,10685,0401,dairy,https://images.openfoodfacts.org/images/products/890/164/802/2169/front_en.15.400.jpg,false
8901262010436,Amul White Unsalted Butter,9330,9889,0401,dairy,https://images.openfoodfacts.org/images/products/890/126/201/0436/front_en.19.400.jpg,false
8908007380717,Amar Lassi,3943,4330,0401,dairy,https://images.openfoodfacts.org/images/products/890/800/738/0717/front_en.5.400.jpg,false
8906009503714,Chitale Buttermilk,3022,3474,0401,dairy,https://images.openfoodfacts.org/images/products/890/600/950/3714/front_en.3.400.jpg,false
8908000716018,Rajhans Milk,5879,6492,0401,dairy,https://images.openfoodfacts.org/images/products/890/800/071/6018/front_en.5.400.jpg,false
8904083300748,Vanillla Milk Shake (Milky Mist),11257,12864,0401,dairy,https://images.openfoodfacts.org/images/products/890/408/330/0748/front_en.3.400.jpg,false
8901262150989,Amul Gold 1ltr,4948,5376,0401,dairy,https://images.openfoodfacts.org/images/products/890/126/215/0989/front_en.8.400.jpg,false
8906010360115,grb pure ghee,4192,4566,0401,dairy,https://images.openfoodfacts.org/images/products/890/601/036/0115/front_en.3.400.jpg,false
8906019270019,Yakult,8705,9760,0401,dairy,https://images.openfoodfacts.org/images/products/890/601/927/0019/front_en.22.400.jpg,false
8902979051071,Rose Lassi (Cavin's),10325,11174,0401,dairy,https://images.openfoodfacts.org/images/products/890/297/905/1071/front_en.4.400.jpg,false
0850006000012,Yaourt nature sucres U (Coca Cola),8013,9156,0401,dairy,https://images.openfoodfacts.org/images/products/085/000/600/0012/front_fr.4.400.jpg,false
8901648920120,Cow Milk (Mother Dairy),6473,7031,0401,dairy,https://images.openfoodfacts.org/images/products/890/164/892/0120/front_en.3.400.jpg,false
8904089929110,Fresh Paneer (Heritage),6406,6951,0401,dairy,https://images.openfoodfacts.org/images/products/890/408/992/9110/front_en.4.400.jpg,false
8901262030564,Cow Ghee (Amul),11590,12765,0401,dairy,https://images.openfoodfacts.org/images/products/890/126/203/0564/front_en.3.400.jpg,false
8904083302063,Yogurt (Milky Mist),11879,13180,0401,dairy,https://images.openfoodfacts.org/images/products/890/408/330/2063/front_en.3.400.jpg,false
8901648026167,Classic Dahi (Mother Dairy),5702,6146,0401,dairy,https://images.openfoodfacts.org/images/products/890/164/802/6167/front_en.7.400.jpg,false
8906059635069,Greek yogurt wild raspberry (Epigamia),2815,2978,0401,dairy,https://images.openfoodfacts.org/images/products/890/605/963/5069/front_en.13.400.jpg,false
8901262020299,Pure Milk Cheese (Amul),11219,12624,0401,dairy,https://images.openfoodfacts.org/images/products/890/126/202/0299/front_en.3.400.jpg,false
8906024484142,badam flavored milk (DODLA),5990,6690,0401,dairy,https://images.openfoodfacts.org/images/products/890/602/448/4142/front_en.11.400.jpg,false
8901071732451,Hershey's milk shake almond flavor,7535,8274,0401,dairy,https://images.openfoodfacts.org/images/products/890/107/173/2451/front_en.5.400.jpg,false
8902979010559,Belgian Chocolate Milkshake (Cavin's),6726,7373,0401,dairy,https://images.openfoodfacts.org/images/products/890/297/901/0559/front_en.3.400.jpg,false
8901491001786,Wafers Style Salt with Pepper (Lay's),1526,1720,1905,snacks,https://images.openfoodfacts.org/images/products/890/149/100/1786/front_fr.3.400.jpg,false
8906078720890,Masala Ponga (Gopal Namkeen),5428,5891,1905,snacks,https://images.openfoodfacts.org/images/products/890/607/872/0890/front_en.3.400.jpg,false
8901063363359,Cake Fudge It - Choco Brownie (Britannia),12210,13371,1905,snacks,https://images.openfoodfacts.org/images/products/890/106/336/3359/front_en.12.400.jpg,false
8906005610942,Fruit Cake (Winkies),2883,3179,1905,snacks,https://images.openfoodfacts.org/images/products/890/600/561/0942/front_en.3.400.jpg,false
8906090572118,Karare (Too Yumm),3587,3944,1905,snacks,https://images.openfoodfacts.org/images/products/890/609/057/2118/front_fr.3.400.jpg,false
8906032019664,Aarogya Multigrain Biscuits (Patanjali),11348,12867,1905,snacks,https://images.openfoodfacts.org/images/products/890/603/201/9664/front_en.3.400.jpg,false
8906010500542,Balaji Wafers Sev Murmura,8633,9876,1905,snacks,https://images.openfoodfacts.org/images/products/890/601/050/0542/front_en.3.400.jpg,false
8901058007060,Milkmaid Mini (Nestlé),13528,14487,1905,snacks,https://images.openfoodfacts.org/images/products/890/105/800/7060/front_en.6.400.jpg,false
8906090573122,Too yumm Chips blue,13083,14737,1905,snacks,https://images.openfoodfacts.org/images/products/890/609/057/3122/front_en.3.400.jpg,false
8909081001161,Bounce chocho (sunfest),6876,7573,1905,snacks,https://images.openfoodfacts.org/images/products/890/908/100/1161/front_en.4.400.jpg,false
8904071700376,Farali potato Chivda,5824,6546,1905,snacks,https://images.openfoodfacts.org/images/products/890/407/170/0376/front_fr.3.400.jpg,false
7622201712617,Chocobakes choco chip (Cadbury),10453,11355,1905,snacks,https://images.openfoodfacts.org/images/products/762/220/171/2617/front_en.3.400.jpg,false
8901393016635,Sour belt (Chupa chups),10493,11283,1905,snacks,https://images.openfoodfacts.org/images/products/890/139/301/6635/front_en.6.400.jpg,false
8906010503253,Balaji Wafers Dum Bar,1605,1812,1905,snacks,https://images.openfoodfacts.org/images/products/890/601/050/3253/front_en.3.400.jpg,false
8901063092815,Britannia goodday,3774,4169,1905,snacks,https://images.openfoodfacts.org/images/products/890/106/309/2815/front_en.3.400.jpg,false
8901063092761,Good Day Butter Jeera (Brittania),6276,6792,1905,snacks,https://images.openfoodfacts.org/images/products/890/106/309/2761/front_en.3.400.jpg,false
8901063368026,Gobbles fruit cake 55gm (Britannia),6237,6777,1905,snacks,https://images.openfoodfacts.org/images/products/890/106/336/8026/front_en.17.400.jpg,false
8901063012813,milk bikis,4994,5275,1905,snacks,https://images.openfoodfacts.org/images/products/890/106/301/2813/front_en.18.400.jpg,false
8901719135750,Parle G gold 475gm rs 67,14774,16268,1905,snacks,https://images.openfoodfacts.org/images/products/890/171/913/5750/front_en.11.400.jpg,false
8906078720029,Tomato cup (Gopal namkeen),7834,8812,1905,snacks,https://images.openfoodfacts.org/images/products/890/607/872/0029/front_en.6.400.jpg,false
8906090572200,Too Yummy! (RP - Sanjiv Goenka Group),10733,11919,1905,snacks,https://images.openfoodfacts.org/images/products/890/609/057/2200/front_en.7.400.jpg,false
8906004561078,Peanut Snacks (Yellow Diamond),4594,5269,1905,snacks,https://images.openfoodfacts.org/images/products/890/600/456/1078/front_en.3.400.jpg,false
8904071701212,Kachori,13729,15443,1905,snacks,https://images.openfoodfacts.org/images/products/890/407/170/1212/front_en.8.400.jpg,false
7622202257575,Oreo original,7021,7478,1905,snacks,https://images.openfoodfacts.org/images/products/762/220/225/7575/front_en.5.400.jpg,false
8908006989430,nutritius crush peanut chikki,4948,5243,1905,snacks,https://images.openfoodfacts.org/images/products/890/800/698/9430/front_en.7.400.jpg,false
3948719105913,Hide and seek (Parle platina),5654,6405,1905,snacks,https://images.openfoodfacts.org/images/products/394/871/910/5913/front_en.5.400.jpg,false
7622202326172,Cadbury Dairy Milk Silk Roast Almond,12887,13729,1905,snacks,https://images.openfoodfacts.org/images/products/762/220/232/6172/front_en.3.400.jpg,false
8903363007643,Nutri Delite Crunchies,4959,5456,1905,snacks,https://images.openfoodfacts.org/images/products/890/336/300/7643/front_en.3.400.jpg,false
8902579002121,Appy Fizz (Appy Fuzz),12448,13583,1905,snacks,https://images.openfoodfacts.org/images/products/890/257/900/2121/front_en.13.400.jpg,false
8906002482481,Snickers (Mars),10320,11161,1905,snacks,https://images.openfoodfacts.org/images/products/890/600/248/2481/front_en.40.400.jpg,false
8901063017634,Britannia 5050,12373,13870,1905,snacks,https://images.openfoodfacts.org/images/products/890/106/301/7634/front_fr.16.400.jpg,false
8906005500083,Bikaneri Bhujia,8423,9602,1905,snacks,https://images.openfoodfacts.org/images/products/890/600/550/0083/front_en.7.400.jpg,false
8901972058612,Waffy Chocolate (Dukes),3616,3869,1905,snacks,https://images.openfoodfacts.org/images/products/890/197/205/8612/front_en.19.400.jpg,false
8901491001120,Lays american style cream and onion (Lay's),14252,15844,1905,snacks,https://images.openfoodfacts.org/images/products/890/149/100/1120/front_en.9.400.jpg,false
8906002482450,Snickers Chocolate Bar (Mars),8913,9466,1905,snacks,https://images.openfoodfacts.org/images/products/890/600/248/2450/front_en.7.400.jpg,false
8000500126936,Ferrero Rocher,5388,5700,1905,snacks,https://images.openfoodfacts.org/images/products/800/050/012/6936/front_en.16.400.jpg,false
8901262071703,Twilight Tryst Single Origin Dark Chocolate (Amul),8182,8701,1905,snacks,https://images.openfoodfacts.org/images/products/890/126/207/1703/front_en.3.400.jpg,false
0856069005209,"Fine ground sea salt almond flour crackers, sea salt",8193,9096,1905,snacks,https://images.openfoodfacts.org/images/products/085/606/900/5209/front_en.9.400.jpg,false
8904340700007,pulse,1650,1787,1905,snacks,https://images.openfoodfacts.org/images/products/890/434/070/0007/front_fr.3.400.jpg,false
7622202031618,nutties (cadbury),13446,14777,1905,snacks,https://images.openfoodfacts.org/images/products/762/220/203/1618/front_en.3.400.jpg,false
8901725013769,Mad Angles Tomato Madness (Bingo),9590,10487,1905,snacks,https://images.openfoodfacts.org/images/products/890/172/501/3769/front_en.4.400.jpg,false
8906002484003,Snickers (Mars),7760,8805,1905,snacks,https://images.openfoodfacts.org/images/products/890/600/248/4003/front_en.10.400.jpg,false
8901512562609,Act II Popcorn,14369,16013,1905,snacks,https://images.openfoodfacts.org/images/products/890/151/256/2609/front_en.3.400.jpg,false
8908013479092,double cocoa protein bar (The Whole Truth),7562,8086,1905,snacks,https://images.openfoodfacts.org/images/products/890/801/347/9092/front_en.3.400.jpg,false
8902433003134,SNICKERS BUTTERSCOTCH FLAVOUR,5272,5630,1905,snacks,https://images.openfoodfacts.org/images/products/890/243/300/3134/front_en.36.400.jpg,false
8901063012578,Britannia Milk bikis,6441,7170,1905,snacks,https://images.openfoodfacts.org/images/products/890/106/301/2578/front_en.3.400.jpg,false
7622202218620,CHOC- LAYERED CAKES (Cadbury CHOCOBAKES),1824,2010,1905,snacks,https://images.openfoodfacts.org/images/products/762/220/221/8620/front_en.9.400.jpg,false
8901499011398,Kellogg's Museli Nuts delight,3278,3753,1905,snacks,https://images.openfoodfacts.org/images/products/890/149/901/1398/front_en.6.400.jpg,false
8901725013660,bingo mad angles (ITC Limited),13359,14595,1905,snacks,https://images.openfoodfacts.org/images/products/890/172/501/3660/front_en.3.400.jpg,false
8901393019469,Happydent wave,5033,5665,1905,snacks,https://images.openfoodfacts.org/images/products/890/139/301/9469/front_en.4.400.jpg,false
8902080334179,Nimbooz (7up),13730,14512,2202,beverages,https://images.openfoodfacts.org/images/products/890/208/033/4179/front_en.5.400.jpg,false
8901262152952,Protein Buttermilk (Amul),18295,20358,2202,beverages,https://images.openfoodfacts.org/images/products/890/126/215/2952/front_en.27.400.jpg,false
8901786120505,Kitchen King Masala (everest),19122,20665,2202,beverages,https://images.openfoodfacts.org/images/products/890/178/612/0505/front_en.12.400.jpg,false
8901542001703,Glucon D 500g cbd (Dabur),10253,11556,2202,beverages,https://images.openfoodfacts.org/images/products/890/154/200/1703/front_en.13.400.jpg,false
8908000589292,Fizz Jeera Masala (Bindu),2082,2350,2202,beverages,https://images.openfoodfacts.org/images/products/890/800/058/9292/front_en.3.400.jpg,false
8901030962226,Lipton,7140,8119,2202,beverages,https://images.openfoodfacts.org/images/products/890/103/096/2226/front_en.3.400.jpg,false
8901030976063,horlicks,2217,2540,2202,beverages,https://images.openfoodfacts.org/images/products/890/103/097/6063/front_en.9.400.jpg,false
8909106018280,"Horlicks (Hindustan, Unilever)",4265,4624,2202,beverages,https://images.openfoodfacts.org/images/products/890/910/601/8280/front_en.16.400.jpg,false
8901030456381,Taaza tea (brooke bond),12259,12987,2202,beverages,https://images.openfoodfacts.org/images/products/890/103/045/6381/front_en.6.400.jpg,false
8901207024542,Real masala Pomegranate fruit juice,9820,10544,2202,beverages,https://images.openfoodfacts.org/images/products/890/120/702/4542/front_en.15.400.jpg,false
8901207004391,Real Fruit Power Mango (Dabur),14370,15145,2202,beverages,https://images.openfoodfacts.org/images/products/890/120/700/4391/front_en.9.400.jpg,false
8901262153331,Amul Protein Blueberry Shake,14120,15856,2202,beverages,https://images.openfoodfacts.org/images/products/890/126/215/3331/front_en.4.400.jpg,false
8901764012471,Coke (Coca-Cola),18436,21152,2202,beverages,https://images.openfoodfacts.org/images/products/890/176/401/2471/front_en.3.400.jpg,false
8901030975530,Boost milk shake (Boost energy),4879,5162,2202,beverages,https://images.openfoodfacts.org/images/products/890/103/097/5530/front_en.3.400.jpg,false
8904132917347,Water with minerals (Independence),17610,19937,2202,beverages,https://images.openfoodfacts.org/images/products/890/413/291/7347/front_en.17.400.jpg,false
8902579304041,Parle Bailey,5852,6261,2202,beverages,https://images.openfoodfacts.org/images/products/890/257/930/4041/front_en.5.400.jpg,false
8939126731234,Vinral-Z,19697,20788,2202,beverages,https://images.openfoodfacts.org/images/products/893/912/673/1234/front_en.5.400.jpg,false
8906007780056,Vikram Kadak Dust Tea,11316,12053,2202,beverages,https://images.openfoodfacts.org/images/products/890/600/778/0056/front_en.4.400.jpg,false
8905002180007,Kingfisher Beer,11179,12376,2202,beverages,https://images.openfoodfacts.org/images/products/890/500/218/0007/front_en.4.400.jpg,false
8908018251211,Artos Carbonated Water,17036,18962,2202,beverages,https://images.openfoodfacts.org/images/products/890/801/825/1211/front_en.4.400.jpg,false
8901764012808,Coca-Cola 1.25L (The Coca-Cola Company),7552,7979,2202,beverages,https://images.openfoodfacts.org/images/products/890/176/401/2808/front_en.9.400.jpg,false
3948764052309,Limca 1ltr,7518,8612,2202,beverages,https://images.openfoodfacts.org/images/products/394/876/405/2309/front_en.3.400.jpg,false
8902080364343,"Mountain dew 2ltr (Pepsico, mountaindew)",10756,11996,2202,beverages,https://images.openfoodfacts.org/images/products/890/208/036/4343/front_en.8.400.jpg,false
8902080304349,7up 2.25,18928,19956,2202,beverages,https://images.openfoodfacts.org/images/products/890/208/030/4349/front_en.23.400.jpg,false
8901262152228,Amul kool elaichi 180ml,2835,3100,2202,beverages,https://images.openfoodfacts.org/images/products/890/126/215/2228/front_en.15.400.jpg,false
8906024370155,Jeeru,17494,19260,2202,beverages,https://images.openfoodfacts.org/images/products/890/602/437/0155/front_fr.3.400.jpg,false
8908001658058,Ocean Fruit drink crispy apple flavour,18089,20620,2202,beverages,https://images.openfoodfacts.org/images/products/890/800/165/8058/front_en.3.400.jpg,false
8906080602726,Paper Boat Swing yummy Guava 600ml pet,8594,9852,2202,beverages,https://images.openfoodfacts.org/images/products/890/608/060/2726/front_en.16.400.jpg,false
8901037010920,Desi Kahwa Green Tea (Girnar),10116,10883,2202,beverages,https://images.openfoodfacts.org/images/products/890/103/701/0920/front_en.6.400.jpg,false
8901764061189,Coca Cola (Coca-Cola),16373,17755,2202,beverages,https://images.openfoodfacts.org/images/products/890/176/406/1189/front_en.3.400.jpg,false
8902579002541,Fizz,18940,21341,2202,beverages,https://images.openfoodfacts.org/images/products/890/257/900/2541/front_en.3.400.jpg,false
3948764012501,Coca cola 2ltr (Coca-Cola),8304,9421,2202,beverages,https://images.openfoodfacts.org/images/products/394/876/401/2501/front_en.3.400.jpg,false
8906080603280,Green Apple Sparkling Water (Paper Boat),6057,6452,2202,beverages,https://images.openfoodfacts.org/images/products/890/608/060/3280/front_en.5.400.jpg,false
8901030949661,Horlicks Women+ Caramel Flv 400g pet,13035,14453,2202,beverages,https://images.openfoodfacts.org/images/products/890/103/094/9661/front_en.3.400.jpg,false
